"ADDRESS","AVAILABILITY_STATUS","AVAILABLE_AT","BATHS","BEDS","BUILDING_TYPE","CITY","CLUBHOUSE","COMPANY","DATE_POSTED","DESCRIPTION","DOORMAN","FURNISHED","GARAGE","GARAGE_COUNT","GRANITE","GYM","ID","LATITUDE","LAUNDRY","LONGITUDE","NEIGHBORHOOD","POOL","RENT_PRICE","SCRAPED_TIMESTAMP","SQFT","STAINLESS","STATE","YEAR_BUILT","ZIP"
"1100 Pembroke Woods Dr , Pembroke, MA 02359","available","2025-01-08 12:11:23.119",2,2,"apartment building","Pembroke","N","Greystar","2025-01-08 00:00:00.000","At Pembroke Woods, enjoy cozy indoor and outdoor spaces where everyone feels at home. Our Pembroke apartments offer quiet and convenience from our open-concept living spaces complete with apartment patios and large windows, to our gorgeous resort-style swimming pool, beautiful courtyard, and community pet park. Located less than an hour from Boston and Cape Cod, our Pembroke, MA apartments offer access to everything the Northeast is known for: arts, culture, and a unique coastal vibe. At Pembroke Woods the options are endless, but you never have to choose one or the other. Features/amenities: Picturesque Green Spaces, Grilling & Picnic Area, Resort-Style Swimming Pool, Covered Patios & Balconies, Full-Size Washer & Dryer Included, Spacious Walk-In Closets, Cozy Gas Fireplaces*, Dramatic Nine-Foot Ceilings, Spacious Layouts, Balcony or Patio, Dishwasher, Fitness Center, Pet Friendly, Playground, Swimming Pool(s), Spacious Closets, Washer/Dryer Available, Smoke Free Community","N","N","N","","N","Y",511645889,42.099358,"Y",-70.758277,"","Y",2489,"2025-01-08 12:11:30.892",1300,"N","MA","",2359
"1 Gibson Way , Revere, MA 02151","available","2025-01-08 01:42:45.661",1,1,"apartment building","Revere","Y","Greystar","2025-01-08 00:00:00.000","Come visit us at Gibson Point and what you’ll find will surprise and delight you. It’s a breathtaking site you’ve never explored, amazing sunset views you haven’t yet seen, and a holistic wellness experience unlike any other. Nestled between Gibson Park on one side and the shimmering waters of the North Shore on the other, our welcoming apartment community offers an opportunity for spa-like living, every day and in every season. Discover natural living here at Gibson Point Apartments in Revere, MA. Features/amenities: On-site restaurant coming soon from award-winning Michael Aldi, Waterfront access and immediate location next to Gibson Park and Revere Beach, Co-working hub with reservable work pods equipped with treadmill desks and walking pads, Shuttle service to MBTA Wonderland Blue Line station and other destinations, Recovery room with Therabody foam rollers, massage guns and lounger, Spa treatment room for massage, sound bath mediation and more, Sunset lounge with fireplace indoor/outdoor bar and entertaining kitchen, Turf lawn along with poolside cabanas, Amenity Epicenter featuring year-round sauna, cold plunge, thermal pool, and fire pits, Balconies and terraces in select homes, In-home washer and dryer, Double vanities in select homes, Tiled kitchen backsplashes, Quartz countertops, Open-concept kitchen shelving, Nest thermostats, Wide-plank flooring in living spaces, Select homes with water and Boston skyline views, Smoke Free Community","N","N","N","","Y","N",511595763,42.441605,"Y",-70.968555,"","Y",2800,"2025-01-08 01:42:45.833",651,"N","MA","",2151
"25 River Street , Winchester, MA 01890","available","2025-01-08 01:56:44.465",2,2,"apartment building","Winchester","N","Greystar","2025-01-08 00:00:00.000","Welcome to your private Sanctuary, where luxury finishes and top-tier amenities offer you a stress-free lifestyle. Curated indoor and outdoor spaces invite you to relax, recharge, or socialize with friends. Make this lifestyle your reality at The Sanctuary at Winchester North. Features/amenities: Air Conditioning, Balcony or Patio, Dishwasher, Fitness Center, Pet Friendly, Swimming Pool(s), Spacious Closets, Washer/Dryer Available, Smoke Free Community","N","N","N","","N","Y",511599328,42.465429,"Y",-71.137116,"","Y",3311,"2025-01-08 01:56:44.715",1108,"N","MA","",1890
"1 Windsor Woods Ln","unknown","2025-01-08 03:51:17.279",1,2,"apartment building","Canton","N","Willow Bridge","2025-01-08 00:00:00.000","Canton Woods is a place where residents enjoy hilltop views of the Blue Hills Reservation, which serve as a stunning backdrop for the community. Built in 2007, Our apartments in Canton allow you to choose from a variety of one- and two-bedroom apartment homes, each of which has been created with flawless design and filled with premium amenities and features. Canton Woods Apartment Homes offers a lifestyle that centers on convenience, comfort, and style. Contact us to schedule a personal tour today. Apartment amenities:  Community amenities: ","N","N","N","","N","N",511620680,42.146338,"N",-71.105525,"","N",2620,"2025-01-08 03:51:20.378",941,"N","MA","",2021
"3000 Green District Blvd , Marlborough, MA 01752","available","2025-01-08 07:16:27.932",2,1,"apartment building","Marlborough","Y","Greystar","2025-01-08 00:00:00.000","Nestled within a grove of trees, The Lodge is an homage to its surroundings. This stunning building invites the outside in. The Lodge is truly deserving of its name, with gorgeous post and beam elements. With exceptional amenities and finishes, residents will find spacious apartments and community spaces that envelop them in elevated comfort. For those discerning enough to seek out the extraordinary, welcome in. Features/amenities: Lil lodge play area as well as guest suites available for rent, On-site nature trails and pond, Roof deck area with grills, outdoor lounge seating and sweeping views of surrounding nature, Co-working spaces as well as multiple private offices all with high speed Wifi, Trackman golf simulator room featuring PGA tour level courses, ""The Heartwood"" - a 2,500 sqft. fitness facility with yoga room, Peloton studio and more, ""The Quill"" a 2,000 volume library, Great room fireplace lounge featuring ""The Night Owl Bar"" serving beer on tap, Courtyard style heated pool with cabana and poolside sundeck lounging, Select homes featuring dens and private offices, In home private washer and dryer, Smart thermostats, Quartz countertops, Central air conditioning and heat, Large spacious walk in closets, Stainless steel appliances, Shaker style kitchen cabinets, Select top-floor penthouse homes available with extra features and extra high ceilings, Air Conditioning, Balcony or Patio, Dishwasher, Fitness Center, Covered Parking or Garages, Pet Friendly, Swimming Pool(s), Spacious Closets, Washer/Dryer Available, Smoke Free Community","N","N","N","","Y","Y",511633557,42.31892,"Y",-71.577191,"","Y",3390,"2025-01-08 07:16:49.596",1186,"Y","MA","",1752
"10 Primrose Way","unknown","2025-01-08 03:04:11.154",2,2,"apartment building","Haverhill","Y","Willow Bridge","2025-01-08 00:00:00.000","For those looking for a home in a quiet suburban neighborhood, life at the Residences at Little River in Haverhill, MA is the place. Situated only minutes away from I-93, I-95, and I-495, our community ensures that you’ll have an easy commute when you want to get around. To make things even easier, you’ll only be a short jaunt from the Haverhill T station, which puts everything within reach. These one- and two-bedroom apartments offer a wide selection of upgraded amenities including fireplaces, vaulted ceilings, and built-in desks. When you want a break, escape to the clubhouse, pool, or the 24-hour fitness center situated right outside your door. Contact our staff today to check availability. Apartment amenities:  Community amenities: ","N","N","N","","N","Y",511612890,42.795503,"N",-71.093947,"","Y",2900,"2025-01-08 03:04:11.309",1207,"N","MA","",1830
"305 Winter Street , Waltham, MA 02451","available","2025-01-08 04:44:11.739",1,1,"apartment building","Waltham","Y","Greystar","2025-01-08 00:00:00.000","Immerse yourself in immaculate, modern style at The 305’s luxury apartments. An aesthetic showstopper, The 305’s refined interiors offer the perfect blend of sophistication and serenity, bringing understated elegance to your everyday routine. Amenities here are in abundance, designed to keep you calm, cool, and connected. And when you’re on the move, The 305 provides convenient connectivity to Downtown Waltham’s lively dining and cultural scene, the Cambridge Reservoir, and all that Greater Boston has to offer. A rare pearl in a celebrated suburb, The 305 one you won’t want to miss. Features/amenities: Resident clubroom with screening room & 8th floor sky deck, Work-from-home lounge with co-work and private offices, Fitness center with Echelon mirrors and smart exercise bikes, Courtyard with putting green, grill stations, hammocks, Zero-entry outdoor pool, Balconies in select homes, Fully tiled showers with sleek glass doors, Meon-Gibson faucets, Quartz countertops with undermount sinks, Samsung stainless-steel appliances, Air Conditioning, Balcony or Patio, Dishwasher, Fitness Center, Covered Parking or Garages, Pet Friendly, Playground, Swimming Pool(s), Spacious Closets, Washer/Dryer Available, Smoke Free Community","N","N","N","","Y","Y",511627305,42.399299,"Y",-71.255545,"","Y",3026,"2025-01-08 04:44:20.175",753,"Y","MA","",2451
"1 Gibson Way , Revere, MA 02151","available","2025-01-08 01:42:45.661",2,2,"apartment building","Revere","Y","Greystar","2025-01-08 00:00:00.000","Come visit us at Gibson Point and what you’ll find will surprise and delight you. It’s a breathtaking site you’ve never explored, amazing sunset views you haven’t yet seen, and a holistic wellness experience unlike any other. Nestled between Gibson Park on one side and the shimmering waters of the North Shore on the other, our welcoming apartment community offers an opportunity for spa-like living, every day and in every season. Discover natural living here at Gibson Point Apartments in Revere, MA. Features/amenities: On-site restaurant coming soon from award-winning Michael Aldi, Waterfront access and immediate location next to Gibson Park and Revere Beach, Co-working hub with reservable work pods equipped with treadmill desks and walking pads, Shuttle service to MBTA Wonderland Blue Line station and other destinations, Recovery room with Therabody foam rollers, massage guns and lounger, Spa treatment room for massage, sound bath mediation and more, Sunset lounge with fireplace indoor/outdoor bar and entertaining kitchen, Turf lawn along with poolside cabanas, Amenity Epicenter featuring year-round sauna, cold plunge, thermal pool, and fire pits, Balconies and terraces in select homes, In-home washer and dryer, Double vanities in select homes, Tiled kitchen backsplashes, Quartz countertops, Open-concept kitchen shelving, Nest thermostats, Wide-plank flooring in living spaces, Select homes with water and Boston skyline views, Smoke Free Community","N","N","N","","Y","N",511595789,42.441605,"Y",-70.968555,"","Y",3500,"2025-01-08 01:42:46.126",1086,"N","MA","",2151
"130 Arsenal Street , Watertown, MA 02472","available","2025-01-08 01:45:04.518",1,1,"apartment building","Watertown","Y","Greystar","2025-01-08 00:00:00.000","Elan Union Market features an array of thoughtfully designed amenities including a sparkling pool with sundeck, resident kitchen, top-of-the-line fitness offerings, and a tech lounge ideal for working from home. In your home you'll find a perfect blend of style and comfort, from our generous storage, stylish kitchens, and hardwood flooring to Nest thermostats. Located in one of the most walkable parts of town, Elan Union Market puts you moments away from parks, restaurants, and shops. Features/amenities: Resort-style Pool and Sundeck, Outdoor Lounge with Shaded Seating and Grills, Tech Lounge with Meeting Rooms and Coffee Bar, Gourmet Prep Kitchen Ideal for Events, Expansive Resident Lounge with Billiards and Gaming, Yoga and Wellness Room, Peleton Fitness Bikes with Studio Cycling Classes, Aktiv Virtual and Wellbeats Virtual Fitness Training, 24-Hour Fitness and Cardio Center, Spacious Walk-in Closets, Plush Neutral-toned Carpeting in Bedrooms, High-end chrome fixtures, Designer Pendant Lighting, Stylish Plank Flooring, Kitchen Island for Extra Prep Space*, Sleek Tile Backsplash, Stylish Quartz Countertops, GE Stainless Steel Appliances, Dishwasher, Fitness Center, Covered Parking or Garages, Controlled Access, Pet Friendly, Smoke Free Community","N","N","N","","Y","Y",511596384,42.365328,"N",-71.176359,"","Y",2822,"2025-01-08 01:45:16.470",720,"Y","MA","",2472
"51 Keys Drive, Peabody, MA 01960","available","2025-01-08 13:49:49.033",1,2,"apartment building","Peabody","N","AvalonCommunities","2025-01-08 00:00:00.000","Room dimensions, square footage, and features shown on the floor plan drawings are approximate and may vary between individual apartments that have similar layouts. Furniture shown on the floor plan drawings is representative and individual apartments come unfurnished unless specified otherwise. Quoted rent is per month for new move-ins to the community, based on the move-in date selected. Pricing may vary based on lease term. Quoted rent does not including other fees and charges that may be part of your lease (i.e. utilities, parking, etc.). Please contact the community for details. Prior to signing a lease, quoted rent, specials, availability, and other terms and conditions are subject to change without notice. Washington State - We require our own screening and do not accept comprehensive reusable tenant screening reports. Features/amenities: Refrigerator, Gas Stove, Dishwasher, Garbage Disposal, Walk-in Closet, Hardwood flooring, Primary Exposure East, Central Air Conditioning, Cats and dogs are welcome. Please check the dog breed and pet restrictions., , , Unassigned, free parking is available by most buildings, , , Eco-friendly community with on-site recycling bins, sustainable lighting techniques to reduce energy consumption and smart rain sensors used to reduce water consumption, , Furnished apartment homes available, , , , , , , Bilt Rewards- Start earning points on rent with our free resident rewards program. Use your points for travel, future rent credit, fitness classes, and more, ","N","Y","N","","N","Y",511649882,42.5427102,"N",-70.9495688,"","N",2215,"2025-01-08 13:49:49.085",864,"N","MA","",1960
"102 Mill Road , Everett, MA 02150","available","2025-01-08 02:56:23.533",2,2,"apartment building","Everett","Y","Greystar","2025-01-08 00:00:00.000","COMING SOON! Elevated yet rooted, Maxwell is the perfect balance. Here, you don’t have to go far to experience culture, restaurants, and shops with their own distinct character. Or stay close and benefit from lush surroundings, an inspired work-from-home setup, and amenities that take the edge off city life. At Maxwell, you can enjoy the escape without having to make one. Take it all in. Feel fully restored. Features/amenities: Coworking space with privacy pods, conference room, and open café seating, Rentable clubroom with TV, demonstration kitchen, and lounge seating, Dedicated bicycle storage and repair area, Specialized package room with cold storage, Community pet spa with washing tub and dryer, Separate treatment room to book massages or therapies, Fully equipped chef’s demonstration kitchen for entertaining, Private courtyard with pool, grills, oversize games, cabana seating, fireplace, and firepit, Modern fitness center with private yoga studio, In-unit washer and dryer, Plush carpeted bedrooms, Oversized closets, Undermount cabinet lighting in kitchens, Built-in kitchen pantry storage , Modern subway tile backsplashes, Quartz countertops , Stainless steel GE kitchen appliances, Two-toned soft-close wood kitchen cabinets, Air Conditioning, Balcony or Patio, Dishwasher, Fitness Center, Pet Friendly, Swimming Pool(s), Spacious Closets, Washer/Dryer Available, Smoke Free Community","N","N","N","","Y","Y",511611318,42.401005,"Y",-71.04462,"","Y",3940,"2025-01-08 02:56:25.194",1063,"Y","MA","",2150
"3 Wainwright Road , Winchester, MA 01890","available","2025-01-08 02:13:00.951",2,2,"apartment building","Winchester","N","Greystar","2025-01-08 00:00:00.000","Information coming soon! Features/amenities: Air Conditioning, Balcony or Patio, Dishwasher, Pet Friendly, Spacious Closets, Washer/Dryer Available, Smoke Free Community","N","N","N","","N","N",511602830,42.456872,"Y",-71.16495,"","N",3555,"2025-01-08 02:13:01.014",1029,"N","MA","",1890
"32 Cambridge St","unknown","2025-01-08 05:39:54.96",1,1,"apartment building","Charlestown","N","Willow Bridge","2025-01-08 00:00:00.000","Featuring ultramodern studio, one, two, and three bedroom apartments in a unique urban setting, The Graphic Lofts offers an unbeatable living experience in the heart of a historic Boston neighborhood. Apartment amenities:  Community amenities: ","N","N","N","","N","N",511629364,42.383579,"N",-71.074351,"Charlestown","N",3060,"2025-01-08 05:40:13.029",734,"N","MA","",2129
"85 Seaport Blvd , Boston, MA 02210-2041","available","2025-01-08 04:06:16.196",1,1,"apartment building","Boston","N","Greystar","2025-01-08 00:00:00.000","Watermark Seaport is a collection of luxury rental high-rise apartments and modern lofts. Located at the heart of Boston's Seaport Square, Watermark Seaport sits at the nexus of the bustling Financial District, burgeoning Seaport and historic Fort Point. Residences range from studios to three bedrooms and are complemented by an unparalleled amenity package. Watermark Seaport offers a 24-hour concierge and the largest collection of amenities in the Fort Point/Seaport area, with more than 15,000 square feet of indoor and outdoor space exclusively for residents. Features/amenities: LEED Gold Certified, Bike Storage & Repair Station, 18th floor Sky Deck, Coffee bar, 24-hour concierge, Bicycle storage room, Fitness on Demand, Wellness studio for yoga, State of the art fitness center, Private storage units, Garage parking, Views of skyline & Boston harbor*, Washer & dryer, Nest thermostats, Granite countertops, Stainless steel appliances, Hardwood floors, Oversized windows, Air Conditioning, Fitness Center, Covered Parking or Garages, Pet Friendly, Spacious Closets, Washer/Dryer Available","Y","N","Y","","Y","Y",511622867,42.351736,"Y",-71.046174,"South Boston","N",3417,"2025-01-08 04:06:16.636",579,"Y","MA","",""
"150 Quarry Street, Quincy, MA 02169","available","2025-01-08 01:51:06.24",1,1,"apartment building","Quincy","N","AvalonCommunities","2025-01-08 00:00:00.000","Room dimensions, square footage, and features shown on the floor plan drawings are approximate and may vary between individual apartments that have similar layouts. Furniture shown on the floor plan drawings is representative and individual apartments come unfurnished unless specified otherwise. Quoted rent is per month for new move-ins to the community, based on the move-in date selected. Pricing may vary based on lease term. Quoted rent does not including other fees and charges that may be part of your lease (i.e. utilities, parking, etc.). Please contact the community for details. Prior to signing a lease, quoted rent, specials, availability, and other terms and conditions are subject to change without notice. Washington State - We require our own screening and do not accept comprehensive reusable tenant screening reports. Features/amenities: Granite Countertops, Refrigerator, Electric Stove, Dishwasher, Garbage Disposal, Primary Exposure Southwest, Stainless Steel Appliances, Central Air Conditioning, Cats and dogs are welcome. Please check the dog breed and pet restrictions., , , , , , Heated outdoor swimming pool, , Our technology package, eavesConnect, offers pre-installed high-speed and community-wide WiFi and other services, including the ability to submit maintenance requests and pay your rent online, Common area WiFi, , Furnished apartment homes available, , , Finish Package III:Renovated kitchens and baths with white cabinetry, hard surface flooring and kitchens with grey granite countertops and stainless steel appliances, , , , Near Routes 93, 128, 95, and 3, Free shuttle-bus to T station and on-site local bus stop, , , Bilt Rewards- Start earning points on rent with our free resident rewards program. Use your points for travel, future rent credit, fitness classes, and more, ","N","Y","N","","Y","Y",511597949,42.2463642,"N",-71.0164554,"","Y",1852,"2025-01-08 01:51:06.242",850,"Y","MA","",2169
"4105 Symmes Circle , Arlington, MA 02474","available","2025-01-08 02:03:46.916",2.5,2,"apartment building","Arlington","Y","Greystar","2025-01-08 00:00:00.000","Check for available units at Arlington 360 in Arlington, MA. View floor plans, photos, and community amenities. Make Arlington 360 your new home. Features/amenities: Ground floor retails, Guest Suite, Cyber Cafe, Recreational Sport Court, Bike Racks, Fitness Center & Yoga Room, Grilling & Picnic Areas, Lounge w/Entertainment Kitchen, Resort Style Swimming Pool, Balcony or Patio, Washer & Dryers in Unit, Walk-In Closets, Expansive Tile Bathrooms, Breakfast Bar, Stainless Steel Appliances, Granite Countertops, Plank Flooring, Spacious Floor Plans, Balcony or Patio, Dishwasher, Fitness Center, Covered Parking or Garages, Controlled Access, Pet Friendly, Playground, Swimming Pool(s), Spacious Closets, Washer/Dryer Available, Smoke Free Community","N","N","N","","Y","Y",511601058,42.420949,"Y",-71.15637,"","Y",5836,"2025-01-08 02:03:47.435",1470,"Y","MA","",2474
"120 Kingston Street , Boston, MA 02111","available","2025-01-08 02:09:45.82",1,1,"apartment building","Boston","N","Greystar","2025-01-08 00:00:00.000","Radian is an elegantly curved glass tower designed for sophisticated contemporary lifestyle in downtown Boston. We offer an array of beautifully appointed interiors and the curated, expansive amenity spaces. Light-filled, airy, and modern, Radian’s studio, one-, one + flex space, two- and three-bedroom apartments embrace livability with exceptional details, including oversized windows, sleek finishes, and wood flooring throughout kitchens, living areas, and bedrooms. With original works of art throughout amenity spaces, luxuriously designed entertainment rooms, personalized services provided by a 24/7 concierge, and onsite access-controlled garage parking, Radian offers an atmosphere of true sophistication. Schedule a tour today. Features/amenities: Ground Floor Restaurant with Outdoor Patio - Stillwater, Bike Storage, Work from Home Lounges, Fully Furnished Guest Suite, Fitness Center w/Flex Space, Resident Lounges, 24/7 Concierge, Custom Bathroom Vanity With Illuminated Electric Mirror, Professional Grade Kitchens, Built-In Closet Organizers, Front-Loading Washer & Dryer, Wood Flooring Throughout, Top-of-the-Line Appliances, Quartz Countertops, Sleek Finishes, Oversized Windows, Air Conditioning, Dishwasher, Fitness Center, Covered Parking or Garages, Controlled Access, Pet Friendly, Washer/Dryer Available, Smoke Free Community","Y","Y","Y","","Y","Y",511602147,42.352293,"Y",-71.059121,"Central","N",3879,"2025-01-08 02:09:46.108",816,"N","MA","",2111
"2 Washington St , Melrose, MA 02176","available","2025-01-08 04:40:14.191",2,2,"apartment building","Melrose","Y","Greystar","2025-01-08 00:00:00.000","Office hours are by appointment only. Contact our leasing team today. The beauty of nature, the excitement of the city - all within walking distance of our apartments here in Melrose, MA. In less than five minutes, you could find yourself commuting on the T to Boston, taking a trip to Medford, or communing with the outdoors in the lush garden spaces of The Washingtons. Here, we’ve designed every space to flexibly meet your needs. Luxury community spaces like a rooftop deck, outdoor lounge and firepit, and grilling stations. Residences with every comfort: modern kitchens, wood plank floors, in-residence washer/dryers, and more. Features/amenities: Elevator Available in Select Buildings, Covered Parking and Bike Storage, Dog park, Resident Lounge with Shuffleboard and Retro Game, Rooftop Deck with Outdoor Living Room, Outdoor Kitchen, Grilling Stations and Seating, Two Outdoor Courtyards and Firepits, Clubroom and Business Center, Two State-of-the-Art Fitness Centers, Hardwood Plank-Style Flooring, Large, Walk-In Closets, Full-Size Washer & Dryer in Every Residence, Oversized Stand Up Showers in Select Homes, White Subway Tile in Bathroom Showers/Tubs, Rich Brown Cabinetry, GE Stainless Steel Appliance Package, Kitchen Bar or Island Perfect for Entertaining, Modern Kitchens with Sleek Granite Counters, Dishwasher, Fitness Center, Covered Parking or Garages, Pet Friendly, Smoke Free Community","N","N","N","","Y","Y",511627168,42.446926,"Y",-71.074667,"","N",3593,"2025-01-08 04:41:02.310",1300,"Y","MA","",2176
"22 Mount Carmel Way , Worcester, MA 01605","available","2025-01-08 04:19:48.801",1,2,"apartment building","Worcester","Y","Greystar","2025-01-08 00:00:00.000","If you’re looking to plant some roots in the heart of the Commonwealth, look no further than Alta on the Row. Located on the famed Shrewsbury Street, Alta on the Row delivers quick accessibility to Worcester’s hub for exploration and entertainment. Whether you’re a newcomer or local Worcesterite seeking adventure and excitement, Alta on the Row happily indulges. You can embrace Worcester at Alta on the Row. Features/amenities: Enchanting rooftop lounge with cozy seating, fire pits, and unobstructed views of downtown Worcester, Exquisite work-from-home suites and co-working spaces for enhanced productivity and convenience, Elegant clubroom for socializing and entertaining in style, Cutting-edge golf simulator for honing your swing in our game lounge, State-of-the-art 24-hour fitness center equipped with cutting-edge cardio and strength equipment and a dedicated yoga studio., Multiple chic grilling stations for gourmet outdoor culinary experiences, Sumptuous resort-style swimming pool featuring a tanning deck and turf surround for unparalleled relaxation, 2 serene expansive courtyards, styled with plush private seating and an outdoor entertainment space, and an
outdoor “living room” connecting the two courtyards, Prime location located .2 miles from Union Station, enabling residents to easily reach Boston via the MBTA Commuter Rail., Smart NEST thermostats for effortless climate control, Full-size washer and dryer in every apartment, Modern kitchen pendant lighting in select apartment homes, Spacious en-suite primary bathroom with quartz countertops, shower and tub tile surrounds, and frameless, Opulent LVT flooring throughout the entire apartment home, including bedrooms, Full-size washer and dryer in every apartment home, Sleek Stainless Steel Samsung appliance package, Stunning kitchens featuring quartz countertops, designer tile backsplash, soft close cabinetry, and pantry storage, One, two, and three- bedroom custom designed floor plans, Air Conditioning, Dishwasher, Fitness Center, Pet Friendly, Swimming Pool(s), Spacious Closets, Washer/Dryer Available, Smoke Free Community","N","N","N","","Y","Y",511625033,42.264395,"Y",-71.792112,"","Y",2910,"2025-01-08 04:20:16.754",1019,"Y","MA","",1605
"77 Exeter Street, Boston, MA 02116","available","2025-01-08 04:13:01.27",1,1,"apartment building","Boston","N","AvalonCommunities","2025-01-08 00:00:00.000","Room dimensions, square footage, and features shown on the floor plan drawings are approximate and may vary between individual apartments that have similar layouts. Furniture shown on the floor plan drawings is representative and individual apartments come unfurnished unless specified otherwise. Quoted rent is per month for new move-ins to the community, based on the move-in date selected. Pricing may vary based on lease term. Quoted rent does not including other fees and charges that may be part of your lease (i.e. utilities, parking, etc.). Please contact the community for details. Prior to signing a lease, quoted rent, specials, availability, and other terms and conditions are subject to change without notice. Washington State - We require our own screening and do not accept comprehensive reusable tenant screening reports. Features/amenities: Kitchen Island, Quartz Countertops, Refrigerator, Electric Stove, Microwave, Dishwasher, Garbage Disposal, Floor to Ceiling Windows, Walk-in Closet, Hardwood flooring, City View, Primary Exposure West, Stainless Steel Appliances, Central Air Conditioning, Washer/Dryer, Cats and dogs are welcome. Please check the dog breed and pet restrictions., EV outlets, , , , Furnished apartment homes available, , , , , , , , Underground access to retail shopping and 24-hour supermarket, Bilt Rewards- Start earning points on rent with our free resident rewards program. Use your points for travel, future rent credit, fitness classes, and more, , ","N","Y","N","","Y","Y",511623843,42.3487085,"Y",-71.0791485,"Back Bay-Beacon Hill","N",3697,"2025-01-08 04:13:01.274",770,"Y","MA","",2116
"160 Boylston St, Chestnut Hill, MA 02467","available","2025-01-08 10:29:51.394",2,3,"apartment building","Chestnut Hill","Y","AvalonCommunities","2025-01-08 00:00:00.000","Room dimensions, square footage, and features shown on the floor plan drawings are approximate and may vary between individual apartments that have similar layouts. Furniture shown on the floor plan drawings is representative and individual apartments come unfurnished unless specified otherwise. Quoted rent is per month for new move-ins to the community, based on the move-in date selected. Pricing may vary based on lease term. Quoted rent does not including other fees and charges that may be part of your lease (i.e. utilities, parking, etc.). Please contact the community for details. Prior to signing a lease, quoted rent, specials, availability, and other terms and conditions are subject to change without notice. Washington State - We require our own screening and do not accept comprehensive reusable tenant screening reports. Features/amenities: Kitchen Island, Quartz Countertops, Gas Stove, Microwave, Dishwasher, Garbage Disposal, Walk-in Closet, Primary Exposure Northeast, Central Air Conditioning, Washer/Dryer, , , , Premier Scheme upgrades in select homes featuring modern kitchens with quartz countertops, glass tile backsplash, stainless steel appliances, grey cabinets, and white ash hard surface plank flooring, , , Coming Soon - Renovated Pool, Eco-friendly community with on-site recycling bins, sustainable lighting techniques to reduce energy consumption and smart rain sensors used to reduce water consumption, , WiFi access is available in common areas, Coming Soon - Renovated Fitness Center, Furnished apartment homes available, , , , , , , , Coming Soon - Renovated Lounge, , 0.9 miles to D Riverside train, , Bilt Rewards- Start earning points on rent with our free resident rewards program. Use your points for travel, future rent credit, fitness classes, and more","N","Y","N","","Y","Y",511641666,42.31955,"Y",-71.173693,"","Y",4275,"2025-01-08 10:29:51.507",1892,"Y","MA","",2467
"1 Nashua Street, Boston, MA 02114","available","2025-01-08 02:05:43.338",2,2,"apartment building","Boston","Y","AvalonCommunities","2025-01-08 00:00:00.000","Room dimensions, square footage, and features shown on the floor plan drawings are approximate and may vary between individual apartments that have similar layouts. Furniture shown on the floor plan drawings is representative and individual apartments come unfurnished unless specified otherwise. Quoted rent is per month for new move-ins to the community, based on the move-in date selected. Pricing may vary based on lease term. Quoted rent does not including other fees and charges that may be part of your lease (i.e. utilities, parking, etc.). Please contact the community for details. Prior to signing a lease, quoted rent, specials, availability, and other terms and conditions are subject to change without notice. Washington State - We require our own screening and do not accept comprehensive reusable tenant screening reports. Features/amenities: Granite Countertops, Electric Stove, Microwave, Dishwasher, Garbage Disposal, Floor to Ceiling Windows, Walk-in Closet, Primary Exposure Northeast, Stainless Steel Appliances, Central Air Conditioning, Washer/Dryer, Pet-friendly community with WAG Pet Spa, , , EV outlets, , , , , , , Furnished+ offers all the essential items you need to move in plus conveniences like flexible lease terms, included utilities, and immediate access to highspeed Wi-Fi and cable TV (Select Homes), Fully-equipped, modern kitchens with quartz stone countertops, tile backsplash, stainless steel appliances, and two-tone cabinetry, , , , , Sky pavilion lounge and rooftop deck with panoramic views, , , , , Bilt Rewards- Start earning points on rent with our free resident rewards program. Use your points for travel, future rent credit, fitness classes, and more, ","N","Y","N","","Y","Y",511601434,42.365735,"Y",-71.063603,"Central","N",3875,"2025-01-08 02:05:43.342",1071,"Y","MA","",2114
"102 Mill Road , Everett, MA 02150","available","2025-01-08 02:56:23.533",2,2,"apartment building","Everett","Y","Greystar","2025-01-08 00:00:00.000","COMING SOON! Elevated yet rooted, Maxwell is the perfect balance. Here, you don’t have to go far to experience culture, restaurants, and shops with their own distinct character. Or stay close and benefit from lush surroundings, an inspired work-from-home setup, and amenities that take the edge off city life. At Maxwell, you can enjoy the escape without having to make one. Take it all in. Feel fully restored. Features/amenities: Coworking space with privacy pods, conference room, and open café seating, Rentable clubroom with TV, demonstration kitchen, and lounge seating, Dedicated bicycle storage and repair area, Specialized package room with cold storage, Community pet spa with washing tub and dryer, Separate treatment room to book massages or therapies, Fully equipped chef’s demonstration kitchen for entertaining, Private courtyard with pool, grills, oversize games, cabana seating, fireplace, and firepit, Modern fitness center with private yoga studio, In-unit washer and dryer, Plush carpeted bedrooms, Oversized closets, Undermount cabinet lighting in kitchens, Built-in kitchen pantry storage , Modern subway tile backsplashes, Quartz countertops , Stainless steel GE kitchen appliances, Two-toned soft-close wood kitchen cabinets, Air Conditioning, Balcony or Patio, Dishwasher, Fitness Center, Pet Friendly, Swimming Pool(s), Spacious Closets, Washer/Dryer Available, Smoke Free Community","N","N","N","","Y","Y",511611308,42.401005,"Y",-71.04462,"","Y",3555,"2025-01-08 02:56:24.901",991,"Y","MA","",2150
