"ADDRESS","AVAILABILITY_STATUS","AVAILABLE_AT","BATHS","BEDS","BUILDING_TYPE","CITY","CLUBHOUSE","COMPANY","DATE_POSTED","DESCRIPTION","DOORMAN","FURNISHED","GARAGE","GARAGE_COUNT","GRANITE","GYM","ID","LATITUDE","LAUNDRY","LONGITUDE","NEIGHBORHOOD","POOL","RENT_PRICE","SCRAPED_TIMESTAMP","SQFT","STAINLESS","STATE","YEAR_BUILT","ZIP"
"85 Seaport Blvd , Boston, MA 02210-2041","available","2025-01-21 02:01:06.204",1,2,"apartment building","Boston","N","Greystar","2025-01-21 00:00:00.000","Watermark Seaport is a collection of luxury rental high-rise apartments and modern lofts. Located at the heart of Boston's Seaport Square, Watermark Seaport sits at the nexus of the bustling Financial District, burgeoning Seaport and historic Fort Point. Residences range from studios to three bedrooms and are complemented by an unparalleled amenity package. Watermark Seaport offers a 24-hour concierge and the largest collection of amenities in the Fort Point/Seaport area, with more than 15,000 square feet of indoor and outdoor space exclusively for residents. Features/amenities: LEED Gold Certified, Bike Storage & Repair Station, 18th floor Sky Deck, Coffee bar, 24-hour concierge, Bicycle storage room, Fitness on Demand, Wellness studio for yoga, State of the art fitness center, Private storage units, Garage parking, Views of skyline & Boston harbor*, Washer & dryer, Nest thermostats, Granite countertops, Stainless steel appliances, Hardwood floors, Oversized windows, Air Conditioning, Fitness Center, Covered Parking or Garages, Pet Friendly, Spacious Closets, Washer/Dryer Available","Y","N","Y","","Y","Y",514528919,42.351736,"Y",-71.046174,"South Boston","N",5310,"2025-01-21 02:01:07.326",817,"Y","MA","",""
"125 Guest Street , Boston, MA 02135","available","2025-01-21 03:25:13.776",2,2,"apartment building","Boston","N","Greystar","2025-01-21 00:00:00.000","Lantera is a word meaning “beacon”, and it’s the heart and soul of the new 15-acre Boston Landing neighborhood. Lantera boasts some of the largest floorplans that you can find - perfect for your work from home office. Apartments feature floor-to-ceiling windows, premium finishes with stainless steel appliances, and technology touches throughout. The heart of Boston is less than five miles away and is easily accessible via the Boston Landing commuter rail stop - just a three-minute walk away. Lantera is surrounded by eclectic restaurants, curated retail shops and world-class athletic facilities. Features/amenities: Dog washing spa, BBQ grills & fire pit, The Grounds Zen garden, The Veranda open gathering space, Fit studio, spin & yoga room, Bocce court, Grilling stations & fire pits, Outdoor pool w/cabanas, Indoor/outdoor dog park & pet spa, Balconies & Juliet balconies*, Under cabinet lighting, Bosch high efficient washer/dryers, Light & dark cabinet options, Kitchen islands, Walk in closets, Quartz countertops, Keyless entry, Floor to ceiling windows, Air Conditioning, Balcony or Patio, Dishwasher, Fitness Center, Covered Parking or Garages, Controlled Access, Pet Friendly, Swimming Pool(s), Spacious Closets, Washer/Dryer Available","N","N","N","","Y","Y",514545896,42.35645,"Y",-71.142756,"Allston-Brighton","Y",4726,"2025-01-21 03:25:31.032",1251,"Y","MA","",2135
"305 Winter Street , Waltham, MA 02451","available","2025-01-21 04:22:44.211",2,2,"apartment building","Waltham","Y","Greystar","2025-01-21 00:00:00.000","Immerse yourself in immaculate, modern style at The 305’s luxury apartments. An aesthetic showstopper, The 305’s refined interiors offer the perfect blend of sophistication and serenity, bringing understated elegance to your everyday routine. Amenities here are in abundance, designed to keep you calm, cool, and connected. And when you’re on the move, The 305 provides convenient connectivity to Downtown Waltham’s lively dining and cultural scene, the Cambridge Reservoir, and all that Greater Boston has to offer. A rare pearl in a celebrated suburb, The 305 one you won’t want to miss. Features/amenities: Resident clubroom with screening room & 8th floor sky deck, Work-from-home lounge with co-work and private offices, Fitness center with Echelon mirrors and smart exercise bikes, Courtyard with putting green, grill stations, hammocks, Zero-entry outdoor pool, Balconies in select homes, Fully tiled showers with sleek glass doors, Meon-Gibson faucets, Quartz countertops with undermount sinks, Samsung stainless-steel appliances, Air Conditioning, Balcony or Patio, Dishwasher, Fitness Center, Covered Parking or Garages, Pet Friendly, Playground, Swimming Pool(s), Spacious Closets, Washer/Dryer Available, Smoke Free Community","N","N","N","","Y","Y",514548488,42.399299,"Y",-71.255545,"","Y",4250,"2025-01-21 04:23:27.561",1176,"Y","MA","",2451
"21 Chestnut St , Quincy, MA 02169","available","2025-01-21 01:45:08.655",1,1,"apartment building","Quincy","Y","Greystar","2025-01-21 00:00:00.000","Move beyond the ordinary when you find your next home at the exceptional West of Chestnut, a modern apartment community in Quincy, MA. With forward-thinking design, a convenient location and a commitment to excellence, you’ll fall in love with the charm of New England combined with an urban flair. Located near flourishing downtown Quincy, the superior location places you next door to the Quincy Center station, making the commute to Boston a breeze via the Red Line. On-site retail and luxurious social spaces make your time at home relaxing and convenient, whether you are taking advantage of the concierge, the dog park or just relaxing by the communal fireplace in the trendy clubhouse. Make your home at West of Chestnut today! Features/amenities: Next to Fenway Park and Lansdowne Commuter Rail Station, EV Charging Stations, Outdoor Patio Lounge & Grills, Courtyard w/Outdoor Kitchen, Bike Storage, Dog Park & Spa, Fitness Center, Resident Business Center, Media Room Lounge, 0, Private Balconies*, In-Home Washer & Dryer, Walk-In Cosets, Quartz Countertops, Stainless Steel GE Appliances, Wide Plank Flooring, Accent Wall Colors Available, Oversized Windows, Air Conditioning, Dishwasher, Fitness Center, Covered Parking or Garages, Controlled Access, Pet Friendly, Spacious Closets, Washer/Dryer Available, Smoke Free Community","Y","N","N","","Y","Y",514523806,42.24955,"Y",-71.001521,"","N",2166,"2025-01-21 01:45:08.758",682,"Y","MA","",2169
"1449 Main St., Waltham, MA 02451","available","2025-01-21 10:02:42.28",2,2,"apartment building","Waltham","N","AvalonCommunities","2025-01-21 00:00:00.000","Room dimensions, square footage, and features shown on the floor plan drawings are approximate and may vary between individual apartments that have similar layouts. Furniture shown on the floor plan drawings is representative and individual apartments come unfurnished unless specified otherwise. Quoted rent is per month for new move-ins to the community, based on the move-in date selected. Pricing may vary based on lease term. Quoted rent does not including other fees and charges that may be part of your lease (i.e. utilities, parking, etc.). Please contact the community for details. Prior to signing a lease, quoted rent, specials, availability, and other terms and conditions are subject to change without notice. Washington State - We require our own screening and do not accept comprehensive reusable tenant screening reports. Features/amenities: Quartz Countertops, Refrigerator, Electric Stove, Microwave, Dishwasher, Garbage Disposal, Double Vanities, Walk-in Closet, Primary Exposure Northwest, Stainless Steel Appliances, Central Air Conditioning, Balcony, Washer/Dryer, Cats and dogs are welcome. Please check the dog breed and pet restrictions., , , , , , Heated outdoor swimming pool, , , , Fully-equipped, modern kitchens featuring quartz stone countertops, stainless steel appliances, tile backsplashes, and new cabinetry, , , , , Minutes from I-95, Less than 1 mile to Kendall Green Commuter Rail stop, Bilt Rewards- Start earning points on rent with our free resident rewards program. Use your points for travel, future rent credit, fitness classes, and more, ","N","N","N","","Y","Y",514563064,42.377964,"Y",-71.272194,"","Y",2760,"2025-01-21 10:02:42.319",1303,"Y","MA","",2451
"449 Canal Street , Somerville, MA 02145","available","2025-01-21 08:50:22.98",1,1,"apartment building","Somerville","Y","Greystar","2025-01-21 00:00:00.000","We don't just rent apartments. From the moment you walk through the front door you'll feel the comfort and security that makes our residents happy to call us home. Cutting edge amenities, meticulously-groomed grounds, and a dedicated staff contributes to a higher standard of living. Convenient shopping, award-winning schools, local museums and parks are all close at hand, with sponsored activities to develop new hobbies while getting to know your neighbors. Montaje is leasing for immediate move-in's, please contact the Leasing Gallery to schedule your VIP tour today! Features/amenities: 24-hour Concierge, Amazon Hub Package System, 20th Floor Sky Lounge, Bike Storage & Repair Station, Media Room, Resident Lounge w/Billiards Table, 24/7 Fitness Center, Courtyard w/Grilling Stations, Resort-Style Swimming Pool, *In Select Units, Panoramic City Views*, Oudoor Spaces & Juliet Balconies*, Walk-in Closets*, 12 Foot Ceilings*, Custom Pendant Lighting*, Wood-style Plank Floors, Stainless Steel Kitchen Appliances, Quartz Countertops, Dishwasher, Fitness Center, Covered Parking or Garages, Controlled Access, Pet Friendly, Swimming Pool(s), Spacious Closets, Smoke Free Community","Y","N","N","","Y","Y",514560013,42.393743,"N",-71.078713,"","Y",3630,"2025-01-21 08:50:26.747",676,"Y","MA","",2145
"101 Mill Rd. , Everett, MA 02149","available","2025-01-21 07:13:27.258",1,1,"apartment building","Everett","N","Greystar","2025-01-21 00:00:00.000","With a welcoming, light-industrial design, tasteful amenities, and dedicated work areas, inspiration is easy to come by. So, whether your plans involve getting creative, getting fit, gathering with friends, or relaxing after your easy commute, Mason is always the right speed. After all, this is home. Features/amenities: Get creative in the makerspace, designed for artists & DIY enthusiasts, Relax in the Great Room with cozy fireplace & large-screen tv’s, On-site parking and easy access to the Chelsea train station, Stay active in the fully equipped, modern fitness center and yoga studio, Variety of open concept + private onsite co-working spaces, Resort-style courtyard pool with cabana seating, Treat your wardrobe to luxurious oversized closets, Stylish wide-plank flooring throughout, Sleek subway tile backsplashes, Feel the light pour in through oversized windows, Modern white high-gloss, flat front cabinetry, Quartz countertops & stainless GE™ appliances, Air Conditioning, Balcony or Patio, Dishwasher, Fitness Center, Pet Friendly, Swimming Pool(s), Spacious Closets, Washer/Dryer Available, Smoke Free Community","N","N","N","","Y","Y",514556091,42.399561,"Y",-71.044518,"","Y",3175,"2025-01-21 07:14:00.361",783,"Y","MA","",2149
"200 Avalon Drive, Bedford, MA 01730","available","2025-01-21 14:08:46.454",2,2,"apartment building","Bedford","N","AvalonCommunities","2025-01-21 00:00:00.000","Room dimensions, square footage, and features shown on the floor plan drawings are approximate and may vary between individual apartments that have similar layouts. Furniture shown on the floor plan drawings is representative and individual apartments come unfurnished unless specified otherwise. Quoted rent is per month for new move-ins to the community, based on the move-in date selected. Pricing may vary based on lease term. Quoted rent does not including other fees and charges that may be part of your lease (i.e. utilities, parking, etc.). Please contact the community for details. Prior to signing a lease, quoted rent, specials, availability, and other terms and conditions are subject to change without notice. Washington State - We require our own screening and do not accept comprehensive reusable tenant screening reports. Features/amenities: Quartz Countertops, Refrigerator, Gas Stove, Microwave, Dishwasher, Garbage Disposal, Walk-in Closet, Primary Exposure Southeast, Central Air Conditioning, Washer/Dryer, Pet-friendly community with courtesy pet services, , , , Finish Package II apartments and townhomes featuring kitchen and baths with quartz countertops, tile backsplash, stainless steel appliances, and upgraded fixtures, , Heated outdoor swimming pool, , , , , Furnished apartment homes available, , , , , , , , Five minutes from Route 128, , , , , , , Bilt Rewards- Start earning points on rent with our free resident rewards program. Use your points for travel, future rent credit, fitness classes, and more","N","Y","N","","Y","Y",514599333,42.494432,"Y",-71.291035,"","Y",2605,"2025-01-21 14:08:46.518",1104,"Y","MA","",1730
"449 Canal Street , Somerville, MA 02145","available","2025-01-21 08:50:22.981",2,2,"apartment building","Somerville","Y","Greystar","2025-01-21 00:00:00.000","We don't just rent apartments. From the moment you walk through the front door you'll feel the comfort and security that makes our residents happy to call us home. Cutting edge amenities, meticulously-groomed grounds, and a dedicated staff contributes to a higher standard of living. Convenient shopping, award-winning schools, local museums and parks are all close at hand, with sponsored activities to develop new hobbies while getting to know your neighbors. Montaje is leasing for immediate move-in's, please contact the Leasing Gallery to schedule your VIP tour today! Features/amenities: 24-hour Concierge, Amazon Hub Package System, 20th Floor Sky Lounge, Bike Storage & Repair Station, Media Room, Resident Lounge w/Billiards Table, 24/7 Fitness Center, Courtyard w/Grilling Stations, Resort-Style Swimming Pool, *In Select Units, Panoramic City Views*, Oudoor Spaces & Juliet Balconies*, Walk-in Closets*, 12 Foot Ceilings*, Custom Pendant Lighting*, Wood-style Plank Floors, Stainless Steel Kitchen Appliances, Quartz Countertops, Dishwasher, Fitness Center, Covered Parking or Garages, Controlled Access, Pet Friendly, Swimming Pool(s), Spacious Closets, Smoke Free Community","Y","N","N","","Y","Y",514560029,42.393743,"N",-71.078713,"","Y",5603,"2025-01-21 08:50:41.409",1088,"Y","MA","",2145
"1000 Avalon Drive, Acton, MA 01720","available","2025-01-21 01:53:10.074",2,2,"apartment building","Acton","N","AvalonCommunities","2025-01-21 00:00:00.000","Room dimensions, square footage, and features shown on the floor plan drawings are approximate and may vary between individual apartments that have similar layouts. Furniture shown on the floor plan drawings is representative and individual apartments come unfurnished unless specified otherwise. Quoted rent is per month for new move-ins to the community, based on the move-in date selected. Pricing may vary based on lease term. Quoted rent does not including other fees and charges that may be part of your lease (i.e. utilities, parking, etc.). Please contact the community for details. Prior to signing a lease, quoted rent, specials, availability, and other terms and conditions are subject to change without notice. Washington State - We require our own screening and do not accept comprehensive reusable tenant screening reports. Features/amenities: High ceilings, Kitchen Island, Quartz Countertops, Refrigerator, Gas Stove, Microwave, Dishwasher, Garbage Disposal, Double Vanities, Walk-in Closet, Hardwood flooring, Primary Exposure Northeast, Central Air Conditioning, Washer/Dryer, Pet-friendly community with WAG pet park, , , , Phase II: Brand new one-, two- and three-bedroom apartments and townhomes with quartz countertops, under cabinet lighting, stainless steel appliances, wine fridge*, tile backsplash, and hard surface flooring, , , WiFi access is available in common areas, , Furnished apartment homes available, , , Landscaped courtyard with gas grills and seating area, , , , , Easy access to Route 2, 128, and I-495, Smoke-free community, , , Bilt Rewards- Start earning points on rent with our free resident rewards program. Use your points for travel, future rent credit, fitness classes, and more, , , , , ","N","Y","N","","Y","Y",514526465,42.5241929,"Y",-71.425057,"","N",3090,"2025-01-21 01:53:10.076",1800,"Y","MA","",1720
"102 Mill Road , Everett, MA 02150","available","2025-01-21 02:13:08.365",2,2,"apartment building","Everett","Y","Greystar","2025-01-21 00:00:00.000","COMING SOON! Elevated yet rooted, Maxwell is the perfect balance. Here, you don’t have to go far to experience culture, restaurants, and shops with their own distinct character. Or stay close and benefit from lush surroundings, an inspired work-from-home setup, and amenities that take the edge off city life. At Maxwell, you can enjoy the escape without having to make one. Take it all in. Feel fully restored. Features/amenities: Coworking space with privacy pods, conference room, and open café seating, Rentable clubroom with TV, demonstration kitchen, and lounge seating, Dedicated bicycle storage and repair area, Specialized package room with cold storage, Community pet spa with washing tub and dryer, Separate treatment room to book massages or therapies, Fully equipped chef’s demonstration kitchen for entertaining, Private courtyard with pool, grills, oversize games, cabana seating, fireplace, and firepit, Modern fitness center with private yoga studio, In-unit washer and dryer, Plush carpeted bedrooms, Oversized closets, Undermount cabinet lighting in kitchens, Built-in kitchen pantry storage , Modern subway tile backsplashes, Quartz countertops , Stainless steel GE kitchen appliances, Two-toned soft-close wood kitchen cabinets, Air Conditioning, Balcony or Patio, Dishwasher, Fitness Center, Pet Friendly, Swimming Pool(s), Spacious Closets, Washer/Dryer Available, Smoke Free Community","N","N","N","","Y","Y",514532606,42.401005,"Y",-71.04462,"","Y",3555,"2025-01-21 02:13:09.706",991,"Y","MA","",2150
"85 Seaport Blvd , Boston, MA 02210-2041","available","2025-01-21 02:58:40.364",2,2,"apartment building","Boston","N","Greystar","2025-01-21 00:00:00.000","Watermark Seaport is a collection of luxury rental high-rise apartments and modern lofts. Located at the heart of Boston's Seaport Square, Watermark Seaport sits at the nexus of the bustling Financial District, burgeoning Seaport and historic Fort Point. Residences range from studios to three bedrooms and are complemented by an unparalleled amenity package. Watermark Seaport offers a 24-hour concierge and the largest collection of amenities in the Fort Point/Seaport area, with more than 15,000 square feet of indoor and outdoor space exclusively for residents. Features/amenities: LEED Gold Certified, Bike Storage & Repair Station, 18th floor Sky Deck, Coffee bar, 24-hour concierge, Bicycle storage room, Fitness on Demand, Wellness studio for yoga, State of the art fitness center, Private storage units, Garage parking, Views of skyline & Boston harbor*, Washer & dryer, Nest thermostats, Granite countertops, Stainless steel appliances, Hardwood floors, Oversized windows, Air Conditioning, Fitness Center, Covered Parking or Garages, Pet Friendly, Spacious Closets, Washer/Dryer Available","Y","N","Y","","Y","Y",514541881,42.351736,"Y",-71.046174,"South Boston","N",5906,"2025-01-21 02:58:41.192",915,"Y","MA","",""
"3000 Green District Blvd , Marlborough, MA 01752","available","2025-01-21 07:01:30.768",1,1,"apartment building","Marlborough","Y","Greystar","2025-01-21 00:00:00.000","Nestled within a grove of trees, The Lodge is an homage to its surroundings. This stunning building invites the outside in. The Lodge is truly deserving of its name, with gorgeous post and beam elements. With exceptional amenities and finishes, residents will find spacious apartments and community spaces that envelop them in elevated comfort. For those discerning enough to seek out the extraordinary, welcome in. Features/amenities: Lil lodge play area as well as guest suites available for rent, On-site nature trails and pond, Roof deck area with grills, outdoor lounge seating and sweeping views of surrounding nature, Co-working spaces as well as multiple private offices all with high speed Wifi, Trackman golf simulator room featuring PGA tour level courses, ""The Heartwood"" - a 2,500 sqft. fitness facility with yoga room, Peloton studio and more, ""The Quill"" a 2,000 volume library, Great room fireplace lounge featuring ""The Night Owl Bar"" serving beer on tap, Courtyard style heated pool with cabana and poolside sundeck lounging, Select homes featuring dens and private offices, In home private washer and dryer, Smart thermostats, Quartz countertops, Central air conditioning and heat, Large spacious walk in closets, Stainless steel appliances, Shaker style kitchen cabinets, Select top-floor penthouse homes available with extra features and extra high ceilings, Air Conditioning, Balcony or Patio, Dishwasher, Fitness Center, Covered Parking or Garages, Pet Friendly, Swimming Pool(s), Spacious Closets, Washer/Dryer Available, Smoke Free Community","N","N","N","","Y","Y",514554974,42.31892,"Y",-71.577191,"","Y",2615,"2025-01-21 07:01:33.733",600,"Y","MA","",1752
"2 Washington St , Melrose, MA 02176","available","2025-01-21 04:19:20.394",1,1,"apartment building","Melrose","Y","Greystar","2025-01-21 00:00:00.000","Office hours are by appointment only. Contact our leasing team today. The beauty of nature, the excitement of the city - all within walking distance of our apartments here in Melrose, MA. In less than five minutes, you could find yourself commuting on the T to Boston, taking a trip to Medford, or communing with the outdoors in the lush garden spaces of The Washingtons. Here, we’ve designed every space to flexibly meet your needs. Luxury community spaces like a rooftop deck, outdoor lounge and firepit, and grilling stations. Residences with every comfort: modern kitchens, wood plank floors, in-residence washer/dryers, and more. Features/amenities: Elevator Available in Select Buildings, Covered Parking and Bike Storage, Dog park, Resident Lounge with Shuffleboard and Retro Game, Rooftop Deck with Outdoor Living Room, Outdoor Kitchen, Grilling Stations and Seating, Two Outdoor Courtyards and Firepits, Clubroom and Business Center, Two State-of-the-Art Fitness Centers, Hardwood Plank-Style Flooring, Large, Walk-In Closets, Full-Size Washer & Dryer in Every Residence, Oversized Stand Up Showers in Select Homes, White Subway Tile in Bathroom Showers/Tubs, Rich Brown Cabinetry, GE Stainless Steel Appliance Package, Kitchen Bar or Island Perfect for Entertaining, Modern Kitchens with Sleek Granite Counters, Dishwasher, Fitness Center, Covered Parking or Garages, Pet Friendly, Smoke Free Community","N","N","N","","Y","Y",514548273,42.446926,"Y",-71.074667,"","N",2680,"2025-01-21 04:19:38.664",903,"Y","MA","",2176
"1000 Bay Drive, Marlborough, MA 01752","available","2025-01-21 01:10:42.551",2,2,"apartment building","Marlborough","Y","AvalonCommunities","2025-01-21 00:00:00.000","Room dimensions, square footage, and features shown on the floor plan drawings are approximate and may vary between individual apartments that have similar layouts. Furniture shown on the floor plan drawings is representative and individual apartments come unfurnished unless specified otherwise. Quoted rent is per month for new move-ins to the community, based on the move-in date selected. Pricing may vary based on lease term. Quoted rent does not including other fees and charges that may be part of your lease (i.e. utilities, parking, etc.). Please contact the community for details. Prior to signing a lease, quoted rent, specials, availability, and other terms and conditions are subject to change without notice. Washington State - We require our own screening and do not accept comprehensive reusable tenant screening reports. Features/amenities: High ceilings, Kitchen Island, Refrigerator, Gas Stove, Microwave, Dishwasher, Garbage Disposal, Walk-in Closet, Primary Exposure Southwest, Central Air Conditioning, Washer/Dryer, Pet-friendly community with WAG pet park, , , EV outlets. Phase II apartments and townhomes with direct access and attached 2-car garages with EV charging stations, Classic Package: Phase I homes with dark cabinetry, laminate countertops, tile backsplash, and black appliances, , , , , , , , , , Landscaped courtyards with grills, game area, fire pits, and lounge., , , Landscaped courtyards with grills, game area, fire pits, and lounge., , , Bilt Rewards- Start earning points on rent with our free resident rewards program. Use your points for travel, future rent credit, fitness classes, and more, Individual water heaters, , Less than 2 miles from Apex Entertainment Center, 4 miles from Solomon Pond Mall with dining, retail, and entertainment","N","N","N","","N","Y",514509642,42.3285232,"Y",-71.5822705,"","N",2355,"2025-01-21 01:10:42.574",1279,"N","MA","",1752
"34 Munroe Street , Lynn, MA 01901","available","2025-01-21 07:25:13.25",1,1,"apartment building","Lynn","Y","Greystar","2025-01-21 00:00:00.000","Launch your life in the city that never stops surging ahead—from shoe manufacturing, leather tanning, and electrical engineering to agriculture and art. Lynn is no stranger to the unflinching pursuit of progress. Our unmatched apartments for rent in Lynn MA were built with the same passion and craftsmanship that has characterized this city for centuries. Caldwell is part of a new era of ingenuity and expression. A city on the rise deserves an elevated amenity package. Chill in the pool, scale our rock climbing wall, or gaze over the city from the sky lounge—Caldwell’s amenity spaces will make you feel on top of the world. Lynn is characterized by craftsmanship, creativity, and unflinching pursuit of progress— Caldwell apartments were built to match. Each light-filled, open-concept apartment comes with the comforts and conveniences you need to build your best life, from tricked-out tech to walk-in closets. We’re right across the street from MBTA Central Square station and post live transit updates 24/7. If driving is more your style, Caldwell apartments in Lynn, MA, offers automated parking. Contact us today to move into your new Lynn MA apartment. Features/amenities: Package Lockers, Resident Lounge & Internet Cafe, Fitness Center, Sports Lounge & Media Rooms, Co-Working Space, Clubroom & Brew Bar, Grills & Entertainment Kitchen, Rooftop Pool & Fire Pits, Sky Lounge, Hello Alfred Concierge, Spacious Walk-In Closets, In-Unit Washer & Dryer, Wood-Style Flooring, USB Outlets, Efficient Appliances, Quartz Countertops, Oversized Windows, Brilliant.Tech Smart Home System, Air Conditioning, Dishwasher, Fitness Center, Pet Friendly, Swimming Pool(s), Spacious Closets, Washer/Dryer Available, Smoke Free Community","Y","N","N","","Y","Y",514556502,42.462919,"Y",-70.947203,"","Y",2459,"2025-01-21 07:25:21.854",550,"N","MA","",1901
"303 Lincoln Street , Marlborough, MA 01752","available","2025-01-21 07:29:38.239",1,1,"apartment building","Marlborough","Y","Greystar","2025-01-21 00:00:00.000","They say the spirit of a community is rooted in its people, makingthe city of Marlborough a desirable place to plant roots. Moments from the city’s eclectic downtown area and the Assabet River Trail, Alta French Hill pulls inspiration from its centralized location, the spirit of the people, and the history to deliver an elevated living experiencewhere the choices are endless. Chose a new one-, two-, or three-bedroom apartment to call home. Features/amenities: Pet Wash, Resort Style Pool, Two Landscaped Courtyards, Podcast Studio, Golf Simulator Lounge, Dining Lounge and Entertainment Space, Multiple Resident Lounges, State of the Art Fitness Center, Dedicated Work From Home Spaces, Keyless Entry, Balconies*, Kitchen Islands*, Expansive Closets, Full Size Washer/Dryer, Stainless Steel Appliances, Two Color Schemes for Cabinets, Luxury Vinyl Tile, Quartz Countertops, Smoke Free Community","N","N","N","","Y","Y",514556689,42.348324,"Y",-71.554085,"","Y",2530,"2025-01-21 07:29:47.042",643,"Y","MA","",1752
"65 Silver Leaf Way , Marlborough, MA 01752","available","2025-01-21 13:07:05.866",2,2,"apartment building","Marlborough","Y","Greystar","2025-01-21 00:00:00.000","At Stone Gate, you’ll be surrounded by lush greenery at every turn. Come home to a comfortable, light filled apartment home made for family living in Marlborough, MA. Spread out in your generous living area, or expand it further by opening the sliding door onto your private patio or balcony. With a heated pool, private dog park, outdoor fireside lounge, and more, there’s no better place to stay home while getting outside. Features/amenities: Valet Dry Cleaning Service, Luxer One Package Acceptance, Community Playground, Community Pet Park, Free WI-FI at Clubhouse and Pool, Elegant Clubhouse with Coffee Bar, Fireside Lounge and Outdoor Kitchen, Heated Swimming Pool and Sundeck, 24-hour Fitness Center with Stereo System and TV, Airy 9' Ceilings with Crown Molding, Pet-friendly Hard Flooring*, Cozy Gas Fireplaces*, Built-in Linen Storage, Built-in Bookshelves and Desks*, Hardwood Style Flooring, Cherry and White Kitchen Cabinet Options, Designer Appliance Packages with Gas Cooking, White Quartz Countertops*, Air Conditioning, Balcony or Patio, Dishwasher, Fitness Center, Pet Friendly, Swimming Pool(s), Washer/Dryer Available, Smoke Free Community","N","N","N","","Y","Y",514570962,42.318021,"Y",-71.574675,"","Y",2779,"2025-01-21 13:07:14.111",1234,"N","MA","",1752
"3 Wainwright Road , Winchester, MA 01890","available","2025-01-21 01:46:09.92",2,3,"apartment building","Winchester","N","Greystar","2025-01-21 00:00:00.000","Information coming soon! Features/amenities: Air Conditioning, Balcony or Patio, Dishwasher, Pet Friendly, Spacious Closets, Washer/Dryer Available, Smoke Free Community","N","N","N","","N","N",514524210,42.459077,"Y",-71.16555,"","N",6543,"2025-01-21 01:46:10.246",1836,"N","MA","",1890
"100 Heard Street , Chelsea, MA 02150","available","2025-01-21 02:09:38.042",1,0,"apartment building","Chelsea","N","Greystar","2025-01-21 00:00:00.000","Welcome to One North of Boston! Our apartment community has been designed to be exceptional, with more amenities than you've ever seen before, engaging resident services, gorgeous apartment homes, high end finishes, and pet pampering. It is easy to fall in love with the community, but also the convenience. We are located just one mile from downtown Boston and have direct access with the Silver Line at our door, and we are only one stop to North Station via the Commuter Line. Find a home that truly has everything to offer. Features/amenities: 0, On-Site Dog Day Care & Spa, Outdoor Gaming Area, Two Sparkling Pools & Sundecks, Indoor Basketball Court, Amazon Hub Package System, Walk-In Closets, Stainless Steel/Energy Star Appliances, Quartz Countertops, Oversized Windows, Bamboo & Wide Plank Flooring, Air Conditioning, Dishwasher, Fitness Center, Controlled Access, Pet Friendly, Swimming Pool(s), Spacious Closets, Washer/Dryer Available, Smoke Free Community","N","N","N","","Y","Y",514531471,42.395341,"Y",-71.032912,"","Y",2426,"2025-01-21 02:09:38.088",590,"Y","MA","",2150
"303 Lincoln Street , Marlborough, MA 01752","available","2025-01-21 07:29:38.24",2,2,"apartment building","Marlborough","Y","Greystar","2025-01-21 00:00:00.000","They say the spirit of a community is rooted in its people, makingthe city of Marlborough a desirable place to plant roots. Moments from the city’s eclectic downtown area and the Assabet River Trail, Alta French Hill pulls inspiration from its centralized location, the spirit of the people, and the history to deliver an elevated living experiencewhere the choices are endless. Chose a new one-, two-, or three-bedroom apartment to call home. Features/amenities: Pet Wash, Resort Style Pool, Two Landscaped Courtyards, Podcast Studio, Golf Simulator Lounge, Dining Lounge and Entertainment Space, Multiple Resident Lounges, State of the Art Fitness Center, Dedicated Work From Home Spaces, Keyless Entry, Balconies*, Kitchen Islands*, Expansive Closets, Full Size Washer/Dryer, Stainless Steel Appliances, Two Color Schemes for Cabinets, Luxury Vinyl Tile, Quartz Countertops, Smoke Free Community","N","N","N","","Y","Y",514556809,42.348324,"Y",-71.554085,"","Y",3215,"2025-01-21 07:30:51.797",1115,"Y","MA","",1752
"3000 Green District Blvd , Marlborough, MA 01752","available","2025-01-21 07:01:30.768",2,2,"apartment building","Marlborough","Y","Greystar","2025-01-21 00:00:00.000","Nestled within a grove of trees, The Lodge is an homage to its surroundings. This stunning building invites the outside in. The Lodge is truly deserving of its name, with gorgeous post and beam elements. With exceptional amenities and finishes, residents will find spacious apartments and community spaces that envelop them in elevated comfort. For those discerning enough to seek out the extraordinary, welcome in. Features/amenities: Lil lodge play area as well as guest suites available for rent, On-site nature trails and pond, Roof deck area with grills, outdoor lounge seating and sweeping views of surrounding nature, Co-working spaces as well as multiple private offices all with high speed Wifi, Trackman golf simulator room featuring PGA tour level courses, ""The Heartwood"" - a 2,500 sqft. fitness facility with yoga room, Peloton studio and more, ""The Quill"" a 2,000 volume library, Great room fireplace lounge featuring ""The Night Owl Bar"" serving beer on tap, Courtyard style heated pool with cabana and poolside sundeck lounging, Select homes featuring dens and private offices, In home private washer and dryer, Smart thermostats, Quartz countertops, Central air conditioning and heat, Large spacious walk in closets, Stainless steel appliances, Shaker style kitchen cabinets, Select top-floor penthouse homes available with extra features and extra high ceilings, Air Conditioning, Balcony or Patio, Dishwasher, Fitness Center, Covered Parking or Garages, Pet Friendly, Swimming Pool(s), Spacious Closets, Washer/Dryer Available, Smoke Free Community","N","N","N","","Y","Y",514555024,42.31892,"Y",-71.577191,"","Y",3672,"2025-01-21 07:01:58.494",1062,"Y","MA","",1752
